\u0219E           ↞            \twoheadleftarrow                            LEFTWARDS TWO HEADED ARROW / LEFT TWO HEADED ARROW
\u0219F           ↟            \twoheaduparrow                              UPWARDS TWO HEADED ARROW / UP TWO HEADED ARROW
\u021A0           ↠            \twoheadrightarrow                           RIGHTWARDS TWO HEADED ARROW / RIGHT TWO HEADED ARROW
\u021A1           ↡            \twoheaddownarrow                            DOWNWARDS TWO HEADED ARROW / DOWN TWO HEADED ARROW
\u021A2           ↢            \leftarrowtail                               LEFTWARDS ARROW WITH TAIL / LEFT ARROW WITH TAIL
\u021A3           ↣            \rightarrowtail                              RIGHTWARDS ARROW WITH TAIL / RIGHT ARROW WITH TAIL
\u021A4           ↤            \mapsfrom                                    LEFTWARDS ARROW FROM BAR / LEFT ARROW FROM BAR
\u021A5           ↥            \mapsup                                      UPWARDS ARROW FROM BAR / UP ARROW FROM BAR
\u021A6           ↦            \mapsto                                      RIGHTWARDS ARROW FROM BAR / RIGHT ARROW FROM BAR
\u021A7           ↧            \mapsdown                                    DOWNWARDS ARROW FROM BAR / DOWN ARROW FROM BAR
\u021A8           ↨            \updownarrowbar                              UP DOWN ARROW WITH BASE
\u021A9           ↩            \hookleftarrow, \:leftwards_arrow_with_hook: LEFTWARDS ARROW WITH HOOK / LEFT ARROW WITH HOOK
\u021AA           ↪            \hookrightarrow, \:arrow_right_hook:         RIGHTWARDS ARROW WITH HOOK / RIGHT ARROW WITH HOOK
\u021AB           ↫            \looparrowleft                               LEFTWARDS ARROW WITH LOOP / LEFT ARROW WITH LOOP
\u021AC           ↬            \looparrowright                              RIGHTWARDS ARROW WITH LOOP / RIGHT ARROW WITH LOOP
\u021AD           ↭            \leftrightsquigarrow                         LEFT RIGHT WAVE ARROW
\u021AE           ↮            \nleftrightarrow                             LEFT RIGHT ARROW WITH STROKE
\u021AF           ↯            \downzigzagarrow                             DOWNWARDS ZIGZAG ARROW / DOWN ZIGZAG ARROW
\u021B0           ↰            \Lsh                                         UPWARDS ARROW WITH TIP LEFTWARDS / UP ARROW WITH TIP LEFT
\u021B1           ↱            \Rsh                                         UPWARDS ARROW WITH TIP RIGHTWARDS / UP ARROW WITH TIP RIGHT
\u021B2           ↲            \Ldsh                                        DOWNWARDS ARROW WITH TIP LEFTWARDS / DOWN ARROW WITH TIP LEFT
\u021B3           ↳            \Rdsh                                        DOWNWARDS ARROW WITH TIP RIGHTWARDS / DOWN ARROW WITH TIP RIGHT
\u021B4           ↴            \linefeed                                    RIGHTWARDS ARROW WITH CORNER DOWNWARDS / RIGHT ARROW WITH CORNER DOWN
\u021B5           ↵            \carriagereturn                              DOWNWARDS ARROW WITH CORNER LEFTWARDS / DOWN ARROW WITH CORNER LEFT
\u021B6           ↶            \curvearrowleft                              ANTICLOCKWISE TOP SEMICIRCLE ARROW
\u021B7           ↷            \curvearrowright                             CLOCKWISE TOP SEMICIRCLE ARROW
\u021B8           ↸            \barovernorthwestarrow                       NORTH WEST ARROW TO LONG BAR / UPPER LEFT ARROW TO LONG BAR
\u021B9           ↹            \barleftarrowrightarrowbar                   LEFTWARDS ARROW TO BAR OVER RIGHTWARDS ARROW TO BAR / LEFT ARROW TO BAR OVER RIGHT ARROW TO BAR
\u021BA           ↺            \circlearrowleft                             ANTICLOCKWISE OPEN CIRCLE ARROW
\u021BB           ↻            \circlearrowright                            CLOCKWISE OPEN CIRCLE ARROW
\u021BC           ↼            \leftharpoonup                               LEFTWARDS HARPOON WITH BARB UPWARDS / LEFT HARPOON WITH BARB UP
\u021BD           ↽            \leftharpoondown                             LEFTWARDS HARPOON WITH BARB DOWNWARDS / LEFT HARPOON WITH BARB DOWN
\u021BE           ↾            \upharpoonleft                               UPWARDS HARPOON WITH BARB RIGHTWARDS / UP HARPOON WITH BARB RIGHT
\u021BF           ↿            \upharpoonright                              UPWARDS HARPOON WITH BARB LEFTWARDS / UP HARPOON WITH BARB LEFT
\u021C0           ⇀            \rightharpoonup                              RIGHTWARDS HARPOON WITH BARB UPWARDS / RIGHT HARPOON WITH BARB UP
\u021C1           ⇁            \rightharpoondown                            RIGHTWARDS HARPOON WITH BARB DOWNWARDS / RIGHT HARPOON WITH BARB DOWN
\u021C2           ⇂            \downharpoonright                            DOWNWARDS HARPOON WITH BARB RIGHTWARDS / DOWN HARPOON WITH BARB RIGHT
\u021C3           ⇃            \downharpoonleft                             DOWNWARDS HARPOON WITH BARB LEFTWARDS / DOWN HARPOON WITH BARB LEFT
\u021C4           ⇄            \rightleftarrows                             RIGHTWARDS ARROW OVER LEFTWARDS ARROW / RIGHT ARROW OVER LEFT ARROW
\u021C5           ⇅            \dblarrowupdown                              UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW / UP ARROW LEFT OF DOWN ARROW
\u021C6           ⇆            \leftrightarrows                             LEFTWARDS ARROW OVER RIGHTWARDS ARROW / LEFT ARROW OVER RIGHT ARROW
\u021C7           ⇇            \leftleftarrows                              LEFTWARDS PAIRED ARROWS / LEFT PAIRED ARROWS
\u021C8           ⇈            \upuparrows                                  UPWARDS PAIRED ARROWS / UP PAIRED ARROWS
\u021C9           ⇉            \rightrightarrows                            RIGHTWARDS PAIRED ARROWS / RIGHT PAIRED ARROWS
\u021CA           ⇊            \downdownarrows                              DOWNWARDS PAIRED ARROWS / DOWN PAIRED ARROWS
\u021CB           ⇋            \leftrightharpoons                           LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON / LEFT HARPOON OVER RIGHT HARPOON
\u021CC           ⇌            \rightleftharpoons                           RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON / RIGHT HARPOON OVER LEFT HARPOON
\u021CD           ⇍            \nLeftarrow                                  LEFTWARDS DOUBLE ARROW WITH STROKE / LEFT DOUBLE ARROW WITH STROKE
\u021CE           ⇎            \nLeftrightarrow                             LEFT RIGHT DOUBLE ARROW WITH STROKE
\u021CF           ⇏            \nRightarrow                                 RIGHTWARDS DOUBLE ARROW WITH STROKE / RIGHT DOUBLE ARROW WITH STROKE
\u021D0           ⇐            \Leftarrow                                   LEFTWARDS DOUBLE ARROW / LEFT DOUBLE ARROW
\u021D1           ⇑            \Uparrow                                     UPWARDS DOUBLE ARROW / UP DOUBLE ARROW
\u021D2           ⇒            \Rightarrow                                  RIGHTWARDS DOUBLE ARROW / RIGHT DOUBLE ARROW
\u021D3           ⇓            \Downarrow                                   DOWNWARDS DOUBLE ARROW / DOWN DOUBLE ARROW
\u021D4           ⇔            \Leftrightarrow                              LEFT RIGHT DOUBLE ARROW
\u021D5           ⇕            \Updownarrow                                 UP DOWN DOUBLE ARROW
\u021D6           ⇖            \Nwarrow                                     NORTH WEST DOUBLE ARROW / UPPER LEFT DOUBLE ARROW
\u021D7           ⇗            \Nearrow                                     NORTH EAST DOUBLE ARROW / UPPER RIGHT DOUBLE ARROW
\u021D8           ⇘            \Searrow                                     SOUTH EAST DOUBLE ARROW / LOWER RIGHT DOUBLE ARROW
\u021D9           ⇙            \Swarrow                                     SOUTH WEST DOUBLE ARROW / LOWER LEFT DOUBLE ARROW
\u021DA           ⇚            \Lleftarrow                                  LEFTWARDS TRIPLE ARROW / LEFT TRIPLE ARROW
\u021DB           ⇛            \Rrightarrow                                 RIGHTWARDS TRIPLE ARROW / RIGHT TRIPLE ARROW
\u021DC           ⇜            \leftsquigarrow                              LEFTWARDS SQUIGGLE ARROW / LEFT SQUIGGLE ARROW
\u021DD           ⇝            \rightsquigarrow                             RIGHTWARDS SQUIGGLE ARROW / RIGHT SQUIGGLE ARROW
\u021DE           ⇞            \nHuparrow                                   UPWARDS ARROW WITH DOUBLE STROKE / UP ARROW WITH DOUBLE STROKE
\u021DF           ⇟            \nHdownarrow                                 DOWNWARDS ARROW WITH DOUBLE STROKE / DOWN ARROW WITH DOUBLE STROKE
\u021E0           ⇠            \leftdasharrow                               LEFTWARDS DASHED ARROW / LEFT DASHED ARROW
\u021E1           ⇡            \updasharrow                                 UPWARDS DASHED ARROW / UP DASHED ARROW
\u021E2           ⇢            \rightdasharrow                              RIGHTWARDS DASHED ARROW / RIGHT DASHED ARROW
\u021E3           ⇣            \downdasharrow                               DOWNWARDS DASHED ARROW / DOWN DASHED ARROW
\u021E4           ⇤            \barleftarrow                                LEFTWARDS ARROW TO BAR / LEFT ARROW TO BAR
\u021E5           ⇥            \rightarrowbar                               RIGHTWARDS ARROW TO BAR / RIGHT ARROW TO BAR
\u021E6           ⇦            \leftwhitearrow                              LEFTWARDS WHITE ARROW / WHITE LEFT ARROW
\u021E7           ⇧            \upwhitearrow                                UPWARDS WHITE ARROW / WHITE UP ARROW
\u021E8           ⇨            \rightwhitearrow                             RIGHTWARDS WHITE ARROW / WHITE RIGHT ARROW
\u021E9           ⇩            \downwhitearrow                              DOWNWARDS WHITE ARROW / WHITE DOWN ARROW
\u021EA           ⇪            \whitearrowupfrombar                         UPWARDS WHITE ARROW FROM BAR / WHITE UP ARROW FROM BAR
\u021F4           ⇴           \circleonrightarrow                          RIGHT ARROW WITH SMALL CIRCLE
\u021F5           ⇵            \DownArrowUpArrow                            DOWNWARDS ARROW LEFTWARDS OF UPWARDS ARROW
\u021F6           ⇶            \rightthreearrows                            THREE RIGHTWARDS ARROWS
\u021F7           ⇷            \nvleftarrow                                 LEFTWARDS ARROW WITH VERTICAL STROKE
\u021F8           ⇸            \nvrightarrow                                RIGHTWARDS ARROW WITH VERTICAL STROKE
\u021F9           ⇹           \nvleftrightarrow                            LEFT RIGHT ARROW WITH VERTICAL STROKE
\u021FA           ⇺           \nVleftarrow                                 LEFTWARDS ARROW WITH DOUBLE VERTICAL STROKE
\u021FB           ⇻           \nVrightarrow                                RIGHTWARDS ARROW WITH DOUBLE VERTICAL STROKE
\u021FC           ⇼           \nVleftrightarrow                            LEFT RIGHT ARROW WITH DOUBLE VERTICAL STROKE
\u021FD           ⇽            \leftarrowtriangle                           LEFTWARDS OPEN-HEADED ARROW
\u021FE           ⇾            \rightarrowtriangle                          RIGHTWARDS OPEN-HEADED ARROW
\u021FF           ⇿           \leftrightarrowtriangle                      LEFT RIGHT OPEN-HEADED ARROW
\u02200           ∀            \forall                                      FOR ALL
\u02201           ∁            \complement                                  COMPLEMENT
\u02202           ∂            \partial                                     PARTIAL DIFFERENTIAL
\u02203           ∃            \exists                                      THERE EXISTS
\u02204           ∄            \nexists                                     THERE DOES NOT EXIST
\u02205           ∅            \varnothing, \emptyset                       EMPTY SET
\u02206           ∆            \increment                                   INCREMENT
\u02207           ∇            \del, \nabla                                 NABLA
\u02208           ∈            \in                                          ELEMENT OF
\u02209           ∉            \notin                                       NOT AN ELEMENT OF
\u0220A           ∊            \smallin                                     SMALL ELEMENT OF
\u0220B           ∋            \ni                                          CONTAINS AS MEMBER
\u0220C           ∌            \nni                                         DOES NOT CONTAIN AS MEMBER
\u0220D           ∍            \smallni                                     SMALL CONTAINS AS MEMBER
\u0220E           ∎            \QED                                         END OF PROOF
\u0220F           ∏            \prod                                        N-ARY PRODUCT
\u02210           ∐            \coprod                                      N-ARY COPRODUCT
\u02211           ∑            \sum                                         N-ARY SUMMATION
\u02212           −            \minus                                       MINUS SIGN
\u02213           ∓            \mp                                          MINUS-OR-PLUS SIGN
\u02214           ∔            \dotplus                                     DOT PLUS
\u02216           ∖            \setminus                                    SET MINUS
\u02217           ∗            \ast                                         ASTERISK OPERATOR
\u02218           ∘            \circ                                        RING OPERATOR
\u02219           ∙            \vysmblkcircle                               BULLET OPERATOR
\u0221A           √            \surd, \sqrt                                 SQUARE ROOT
\u0221B           ∛            \cbrt                                        CUBE ROOT
\u0221C           ∜            \fourthroot                                  FOURTH ROOT
\u0221D           ∝            \propto                                      PROPORTIONAL TO
\u0221E           ∞            \infty                                       INFINITY
\u0221F           ∟            \rightangle                                  RIGHT ANGLE
\u02220           ∠            \angle                                       ANGLE
\u02221           ∡            \measuredangle                               MEASURED ANGLE
\u02222           ∢            \sphericalangle                              SPHERICAL ANGLE
\u02223           ∣            \mid                                         DIVIDES
\u02224           ∤            \nmid                                        DOES NOT DIVIDE
\u02225           ∥            \parallel                                    PARALLEL TO
\u02226           ∦            \nparallel                                   NOT PARALLEL TO
\u02227           ∧            \wedge                                       LOGICAL AND
\u02228           ∨            \vee                                         LOGICAL OR
\u02229           ∩            \cap                                         INTERSECTION
\u0222A           ∪            \cup                                         UNION
\u0222B           ∫            \int                                         INTEGRAL
\u0222C           ∬            \iint                                        DOUBLE INTEGRAL
\u0222D           ∭            \iiint                                       TRIPLE INTEGRAL
\u0222E           ∮            \oint                                        CONTOUR INTEGRAL
\u0222F           ∯            \oiint                                       SURFACE INTEGRAL
\u02230           ∰            \oiiint                                      VOLUME INTEGRAL
\u02231           ∱            \clwintegral                                 CLOCKWISE INTEGRAL
\u02232           ∲            \varointclockwise                            CLOCKWISE CONTOUR INTEGRAL
\u02233           ∳            \ointctrclockwise                            ANTICLOCKWISE CONTOUR INTEGRAL
\u02234           ∴            \therefore                                   THEREFORE
\u02235           ∵            \because                                     BECAUSE
\u02237           ∷            \Colon                                       PROPORTION
\u02238           ∸            \dotminus                                    DOT MINUS
\u0223A           ∺            \dotsminusdots                               GEOMETRIC PROPORTION
\u0223B           ∻            \kernelcontraction                           HOMOTHETIC
\u0223C           ∼            \sim                                         TILDE OPERATOR
\u0223D           ∽            \backsim                                     REVERSED TILDE
\u0223E           ∾            \lazysinv                                    INVERTED LAZY S
\u0223F           ∿            \sinewave                                    SINE WAVE
\u02240           ≀            \wr                                          WREATH PRODUCT
\u02241           ≁            \nsim                                        NOT TILDE
\u02242           ≂            \eqsim                                       MINUS TILDE
\u02242\u00338    ≂̸            \neqsim                                      MINUS TILDE + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u02243           ≃            \simeq                                       ASYMPTOTICALLY EQUAL TO
\u02244           ≄            \nsime                                       NOT ASYMPTOTICALLY EQUAL TO
\u02245           ≅            \cong                                        APPROXIMATELY EQUAL TO
\u02246           ≆            \approxnotequal                              APPROXIMATELY BUT NOT ACTUALLY EQUAL TO
\u02247           ≇            \ncong                                       NEITHER APPROXIMATELY NOR ACTUALLY EQUAL TO
\u02248           ≈            \approx                                      ALMOST EQUAL TO
\u02249           ≉            \napprox                                     NOT ALMOST EQUAL TO
\u0224A           ≊            \approxeq                                    ALMOST EQUAL OR EQUAL TO
\u0224B           ≋            \tildetrpl                                   TRIPLE TILDE
\u0224C           ≌            \allequal                                    ALL EQUAL TO
\u0224D           ≍            \asymp                                       EQUIVALENT TO
\u0224E           ≎            \Bumpeq                                      GEOMETRICALLY EQUIVALENT TO
\u0224E\u00338    ≎̸            \nBumpeq                                     GEOMETRICALLY EQUIVALENT TO + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u0224F           ≏            \bumpeq                                      DIFFERENCE BETWEEN
\u0224F\u00338    ≏̸            \nbumpeq                                     DIFFERENCE BETWEEN + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u02250           ≐            \doteq                                       APPROACHES THE LIMIT
\u02251           ≑            \Doteq                                       GEOMETRICALLY EQUAL TO
\u02252           ≒            \fallingdotseq                               APPROXIMATELY EQUAL TO OR THE IMAGE OF
\u02253           ≓            \risingdotseq                                IMAGE OF OR APPROXIMATELY EQUAL TO
\u02254           ≔            \coloneq                                     COLON EQUALS / COLON EQUAL
\u02255           ≕            \eqcolon                                     EQUALS COLON / EQUAL COLON
\u02256           ≖            \eqcirc                                      RING IN EQUAL TO
\u02257           ≗            \circeq                                      RING EQUAL TO
\u02258           ≘            \arceq                                       CORRESPONDS TO
\u02259           ≙            \wedgeq                                      ESTIMATES
\u0225A           ≚            \veeeq                                       EQUIANGULAR TO
\u0225B           ≛            \starequal                                   STAR EQUALS
\u0225C           ≜            \triangleq                                   DELTA EQUAL TO
\u0225D           ≝            \eqdef                                       EQUAL TO BY DEFINITION
\u0225E           ≞            \measeq                                      MEASURED BY
\u0225F           ≟            \questeq                                     QUESTIONED EQUAL TO
\u02260           ≠            \ne                                          NOT EQUAL TO
\u02261           ≡            \equiv                                       IDENTICAL TO
\u02262           ≢            \nequiv                                      NOT IDENTICAL TO
\u02263           ≣            \Equiv                                       STRICTLY EQUIVALENT TO
\u02264           ≤            \le                                          LESS-THAN OR EQUAL TO / LESS THAN OR EQUAL TO
\u02265           ≥            \ge                                          GREATER-THAN OR EQUAL TO / GREATER THAN OR EQUAL TO
\u02266           ≦            \leqq                                        LESS-THAN OVER EQUAL TO / LESS THAN OVER EQUAL TO
\u02267           ≧            \geqq                                        GREATER-THAN OVER EQUAL TO / GREATER THAN OVER EQUAL TO
\u02268           ≨            \lneqq                                       LESS-THAN BUT NOT EQUAL TO / LESS THAN BUT NOT EQUAL TO
\u02268\u0FE00    ≨︀            \lvertneqq                                   LESS-THAN BUT NOT EQUAL TO / LESS THAN BUT NOT EQUAL TO + VARIATION SELECTOR-1
\u02269           ≩            \gneqq                                       GREATER-THAN BUT NOT EQUAL TO / GREATER THAN BUT NOT EQUAL TO
\u02269\u0FE00    ≩︀            \gvertneqq                                   GREATER-THAN BUT NOT EQUAL TO / GREATER THAN BUT NOT EQUAL TO + VARIATION SELECTOR-1
\u0226A           ≪            \ll                                          MUCH LESS-THAN / MUCH LESS THAN
\u0226A\u00338    ≪̸            \NotLessLess                                 MUCH LESS-THAN / MUCH LESS THAN + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u0226B           ≫            \gg                                          MUCH GREATER-THAN / MUCH GREATER THAN
\u0226B\u00338    ≫̸            \NotGreaterGreater                           MUCH GREATER-THAN / MUCH GREATER THAN + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u0226C           ≬            \between                                     BETWEEN
\u0226D           ≭            \nasymp                                      NOT EQUIVALENT TO
\u0226E           ≮            \nless                                       NOT LESS-THAN / NOT LESS THAN
\u0226F           ≯            \ngtr                                        NOT GREATER-THAN / NOT GREATER THAN
\u02270           ≰            \nleq                                        NEITHER LESS-THAN NOR EQUAL TO / NEITHER LESS THAN NOR EQUAL TO
\u02271           ≱            \ngeq                                        NEITHER GREATER-THAN NOR EQUAL TO / NEITHER GREATER THAN NOR EQUAL TO
\u02272           ≲            \lesssim                                     LESS-THAN OR EQUIVALENT TO / LESS THAN OR EQUIVALENT TO
\u02273           ≳            \gtrsim                                      GREATER-THAN OR EQUIVALENT TO / GREATER THAN OR EQUIVALENT TO
\u02274           ≴            \nlesssim                                    NEITHER LESS-THAN NOR EQUIVALENT TO / NEITHER LESS THAN NOR EQUIVALENT TO
\u02275           ≵            \ngtrsim                                     NEITHER GREATER-THAN NOR EQUIVALENT TO / NEITHER GREATER THAN NOR EQUIVALENT TO
\u02276           ≶            \lessgtr                                     LESS-THAN OR GREATER-THAN / LESS THAN OR GREATER THAN
\u02277           ≷            \gtrless                                     GREATER-THAN OR LESS-THAN / GREATER THAN OR LESS THAN
\u02278           ≸            \notlessgreater                              NEITHER LESS-THAN NOR GREATER-THAN / NEITHER LESS THAN NOR GREATER THAN
\u02279           ≹            \notgreaterless                              NEITHER GREATER-THAN NOR LESS-THAN / NEITHER GREATER THAN NOR LESS THAN
\u0227A           ≺            \prec                                        PRECEDES
\u0227B           ≻            \succ                                        SUCCEEDS
\u0227C           ≼            \preccurlyeq                                 PRECEDES OR EQUAL TO
\u0227D           ≽            \succcurlyeq                                 SUCCEEDS OR EQUAL TO
\u0227E           ≾            \precsim                                     PRECEDES OR EQUIVALENT TO
\u0227E\u00338    ≾̸            \nprecsim                                    PRECEDES OR EQUIVALENT TO + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u0227F           ≿            \succsim                                     SUCCEEDS OR EQUIVALENT TO
\u0227F\u00338    ≿̸            \nsuccsim                                    SUCCEEDS OR EQUIVALENT TO + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u02280           ⊀            \nprec                                       DOES NOT PRECEDE
\u02281           ⊁            \nsucc                                       DOES NOT SUCCEED
\u02282           ⊂            \subset                                      SUBSET OF
\u02283           ⊃            \supset                                      SUPERSET OF
\u02284           ⊄            \nsubset                                     NOT A SUBSET OF
\u02285           ⊅            \nsupset                                     NOT A SUPERSET OF
\u02286           ⊆            \subseteq                                    SUBSET OF OR EQUAL TO
\u02287           ⊇            \supseteq                                    SUPERSET OF OR EQUAL TO
\u02288           ⊈            \nsubseteq                                   NEITHER A SUBSET OF NOR EQUAL TO
\u02289           ⊉            \nsupseteq                                   NEITHER A SUPERSET OF NOR EQUAL TO
\u0228A           ⊊            \subsetneq                                   SUBSET OF WITH NOT EQUAL TO / SUBSET OF OR NOT EQUAL TO
\u0228A\u0FE00    ⊊︀            \varsubsetneqq                               SUBSET OF WITH NOT EQUAL TO / SUBSET OF OR NOT EQUAL TO + VARIATION SELECTOR-1
\u0228B           ⊋            \supsetneq                                   SUPERSET OF WITH NOT EQUAL TO / SUPERSET OF OR NOT EQUAL TO
\u0228B\u0FE00    ⊋︀            \varsupsetneq                                SUPERSET OF WITH NOT EQUAL TO / SUPERSET OF OR NOT EQUAL TO + VARIATION SELECTOR-1
\u0228D           ⊍            \cupdot                                      MULTISET MULTIPLICATION
\u0228E           ⊎            \uplus                                       MULTISET UNION
\u0228F           ⊏            \sqsubset                                    SQUARE IMAGE OF
\u0228F\u00338    ⊏̸            \NotSquareSubset                             SQUARE IMAGE OF + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u02290           ⊐            \sqsupset                                    SQUARE ORIGINAL OF
\u02290\u00338    ⊐̸            \NotSquareSuperset                           SQUARE ORIGINAL OF + COMBINING LONG SOLIDUS OVERLAY / NON-SPACING LONG SLASH OVERLAY
\u02291           ⊑            \sqsubseteq                                  SQUARE IMAGE OF OR EQUAL TO
\u02292           ⊒            \sqsupseteq                                  SQUARE ORIGINAL OF OR EQUAL TO
\u02293           ⊓            \sqcap                                       SQUARE CAP
\u02294           ⊔            \sqcup                                       SQUARE CUP
\u02295           ⊕            \oplus                                       CIRCLED PLUS
\u02296           ⊖            \ominus                                      CIRCLED MINUS
\u02297           ⊗            \otimes                                      CIRCLED TIMES
\u02298           ⊘            \oslash                                      CIRCLED DIVISION SLASH
\u02299           ⊙            \odot                                        CIRCLED DOT OPERATOR
\u0229A           ⊚            \circledcirc                                 CIRCLED RING OPERATOR
\u0229B           ⊛            \circledast                                  CIRCLED ASTERISK OPERATOR
\u0229C           ⊜            \circledequal                                CIRCLED EQUALS
\u0229D           ⊝            \circleddash                                 CIRCLED DASH
\u0229E           ⊞            \boxplus                                     SQUARED PLUS
\u0229F           ⊟            \boxminus                                    SQUARED MINUS
\u022A0           ⊠            \boxtimes                                    SQUARED TIMES
\u022A1           ⊡            \boxdot                                      SQUARED DOT OPERATOR
\u022A2           ⊢            \vdash                                       RIGHT TACK
\u022A3           ⊣            \dashv                                       LEFT TACK
\u022A4           ⊤            \top                                         DOWN TACK
\u022A5           ⊥            \bot                                         UP TACK
\u022A7           ⊧            \models                                      MODELS
\u022A8           ⊨            \vDash                                       TRUE
\u022A9           ⊩            \Vdash                                       FORCES
\u022AA           ⊪            \Vvdash                                      TRIPLE VERTICAL BAR RIGHT TURNSTILE
\u022AB           ⊫            \VDash                                       DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE
\u022AC           ⊬            \nvdash                                      DOES NOT PROVE
\u022AD           ⊭            \nvDash                                      NOT TRUE
\u022AE           ⊮            \nVdash                                      DOES NOT FORCE
\u022AF           ⊯            \nVDash                                      NEGATED DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE
\u022B0           ⊰            \prurel                                      PRECEDES UNDER RELATION
\u022B1           ⊱            \scurel                                      SUCCEEDS UNDER RELATION
\u022B2           ⊲            \vartriangleleft                             NORMAL SUBGROUP OF
\u022B3           ⊳            \vartriangleright                            CONTAINS AS NORMAL SUBGROUP
\u022B4           ⊴            \trianglelefteq                              NORMAL SUBGROUP OF OR EQUAL TO
\u022B5           ⊵            \trianglerighteq                             CONTAINS AS NORMAL SUBGROUP OR EQUAL TO
\u022B6           ⊶            \original                                    ORIGINAL OF
\u022B7           ⊷            \image                                       IMAGE OF
\u022B8           ⊸            \multimap                                    MULTIMAP
\u022B9           ⊹            \hermitconjmatrix                            HERMITIAN CONJUGATE MATRIX
\u022BA           ⊺            \intercal                                    INTERCALATE
\u022BB           ⊻            \veebar                                      XOR
\u022BC           ⊼            \barwedge                                    NAND
\u022BD           ⊽            \barvee                                      NOR
\u022BE           ⊾            \rightanglearc                               RIGHT ANGLE WITH ARC
\u022BF           ⊿            \varlrtriangle                               RIGHT TRIANGLE
\u022C0           ⋀            \bigwedge                                    N-ARY LOGICAL AND
\u022C1           ⋁            \bigvee                                      N-ARY LOGICAL OR
\u022C2           ⋂            \bigcap                                      N-ARY INTERSECTION
\u022C3           ⋃            \bigcup                                      N-ARY UNION
\u022C4           ⋄            \diamond                                     DIAMOND OPERATOR
\u022C5           ⋅            \cdot                                        DOT OPERATOR
\u022C6           ⋆            \star                                        STAR OPERATOR
\u022C7           ⋇            \divideontimes                               DIVISION TIMES
\u022C8           ⋈            \bowtie                                      BOWTIE
\u022C9           ⋉            \ltimes                                      LEFT NORMAL FACTOR SEMIDIRECT PRODUCT
\u022CA           ⋊            \rtimes                                      RIGHT NORMAL FACTOR SEMIDIRECT PRODUCT
\u022CB           ⋋            \leftthreetimes                              LEFT SEMIDIRECT PRODUCT
\u022CC           ⋌            \rightthreetimes                             RIGHT SEMIDIRECT PRODUCT
\u022CD           ⋍            \backsimeq                                   REVERSED TILDE EQUALS
\u022CE           ⋎            \curlyvee                                    CURLY LOGICAL OR
\u022CF           ⋏            \curlywedge                                  CURLY LOGICAL AND
\u022D0           ⋐            \Subset                                      DOUBLE SUBSET
\u022D1           ⋑            \Supset                                      DOUBLE SUPERSET
\u022D2           ⋒            \Cap                                         DOUBLE INTERSECTION
\u022D3           ⋓            \Cup                                         DOUBLE UNION
\u022D4           ⋔            \pitchfork                                   PITCHFORK
\u022D5           ⋕            \equalparallel                               EQUAL AND PARALLEL TO
\u022D6           ⋖            \lessdot                                     LESS-THAN WITH DOT / LESS THAN WITH DOT
\u022D7           ⋗            \gtrdot                                      GREATER-THAN WITH DOT / GREATER THAN WITH DOT
\u022D8           ⋘            \verymuchless                                VERY MUCH LESS-THAN / VERY MUCH LESS THAN
\u022D9           ⋙            \ggg                                         VERY MUCH GREATER-THAN / VERY MUCH GREATER THAN
\u022DA           ⋚            \lesseqgtr                                   LESS-THAN EQUAL TO OR GREATER-THAN / LESS THAN EQUAL TO OR GREATER THAN
\u022DB           ⋛            \gtreqless                                   GREATER-THAN EQUAL TO OR LESS-THAN / GREATER THAN EQUAL TO OR LESS THAN
\u022DC           ⋜            \eqless                                      EQUAL TO OR LESS-THAN / EQUAL TO OR LESS THAN
\u022DD           ⋝            \eqgtr                                       EQUAL TO OR GREATER-THAN / EQUAL TO OR GREATER THAN
\u022DE           ⋞            \curlyeqprec                                 EQUAL TO OR PRECEDES
\u022DF           ⋟            \curlyeqsucc                                 EQUAL TO OR SUCCEEDS
\u022E0           ⋠            \npreccurlyeq                                DOES NOT PRECEDE OR EQUAL
\u022E1           ⋡            \nsucccurlyeq                                DOES NOT SUCCEED OR EQUAL
\u022E2           ⋢            \nsqsubseteq                                 NOT SQUARE IMAGE OF OR EQUAL TO
\u022E3           ⋣            \nsqsupseteq                                 NOT SQUARE ORIGINAL OF OR EQUAL TO
\u022E4           ⋤            \sqsubsetneq                                 SQUARE IMAGE OF OR NOT EQUAL TO
\u022E5           ⋥            \Elzsqspne                                   SQUARE ORIGINAL OF OR NOT EQUAL TO
